Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1227,Mario Golf: Toadstool Tour,GC,2003.0,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53
13102,Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05
9934,Mobil 1 Rally Championship,PS,2000.0,Racing,Electronic Arts,0.07,0.04,0.0,0.01,0.12
8823,NBA Street Homecourt,PS3,2007.0,Sports,Electronic Arts,0.12,0.02,0.0,0.02,0.15
4756,'98 Koshien,PS,1998.0,Sports,Others,0.15,0.1,0.12,0.03,0.41
9925,Raiden IV,X360,2008.0,Shooter,Others,0.1,0.0,0.01,0.01,0.12
9379,Rumble Roses XX,X360,2006.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
8302,N3 II: Ninety-Nine Nights,X360,2010.0,Action,Others,0.06,0.07,0.04,0.01,0.17
13660,Heroes of Might and Magic V,PC,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
9638,The Stronghold Collection,PC,2009.0,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,0.13
7541,The Ultimate Red Ball Challenge,Wii,2009.0,Misc,Others,0.0,0.19,0.0,0.01,0.2
9257,Happy Feet,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14
8428,Street Fighter Alpha 2,SNES,1996.0,Fighting,Nintendo,0.0,0.0,0.17,0.0,0.17
11526,Sentimental Graffiti: First Window,SAT,1997.0,Adventure,Others,0.0,0.0,0.08,0.0,0.08
3398,Kane & Lynch 2: Dog Days,PS3,2010.0,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59
6184,Shrek: Ogres & Dronkeys,DS,2007.0,Simulation,Activision,0.26,0.0,0.0,0.02,0.28
13681,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
766,R.C. Pro-Am,Others,1988.0,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14
10417,Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,THQ,0.06,0.04,0.0,0.01,0.11
5263,Formula 1 Championship Edition,PS,1997.0,Racing,Others,0.06,0.04,0.23,0.02,0.36
1838,Sunset Overdrive,XOne,2014.0,Shooter,Others,0.62,0.4,0.0,0.08,1.11
12682,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998.0,Fighting,Others,0.0,0.0,0.05,0.0,0.06
2269,Sonic Riders,GC,2006.0,Racing,Sega,0.71,0.18,0.0,0.03,0.92
7666,Soldier of Fortune: Payback,X360,2007.0,Shooter,Activision,0.18,0.01,0.0,0.01,0.2
16402,The Technomancer,PC,2016.0,Role-Playing,Others,0.0,0.01,0.0,0.0,0.01
11525,Lost Dimension,PS3,2014.0,Role-Playing,Others,0.05,0.01,0.0,0.01,0.08
8190,LEGO Island 2: The Brickster's Revenge,PS,2001.0,Adventure,Others,0.1,0.07,0.0,0.01,0.18
4172,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011.0,Role-Playing,Square Enix,0.0,0.0,0.47,0.0,0.47
1750,LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,Others,0.66,0.39,0.0,0.11,1.16
6114,Disney's Extreme Skate Adventure,GBA,2003.0,Sports,Activision,0.2,0.08,0.0,0.01,0.28
15946,Tiger & Bunny: Hero's Day,PSP,2013.0,Action,Others,0.0,0.0,0.02,0.0,0.02
8967,Backyard Sports: Sandlot Sluggers,DS,2010.0,Sports,Atari,0.14,0.0,0.0,0.01,0.15
2362,Ghostbusters: The Video Game,Wii,2009.0,Action,Atari,0.6,0.21,0.0,0.08,0.88
8198,Pro Yaky? Spirits 5,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
14168,MotoGP,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03
9375,Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13
10637,Indy Racing 2000,N64,2000.0,Racing,Others,0.08,0.02,0.0,0.0,0.1
16332,Element Hunter,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
14115,MX World Tour Featuring Jamie Little,XB,2005.0,Racing,Others,0.03,0.01,0.0,0.0,0.03
11116,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
8039,GameBoy Wars,Others,1991.0,Strategy,Nintendo,0.0,0.0,0.18,0.0,0.18
16012,Kimi no Yuusha,DS,2008.0,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01
5574,God of War Collection,PSV,2014.0,Action,Sony Computer Entertainment,0.14,0.1,0.01,0.07,0.33
7710,Tom and Jerry in House Trap,PS,2000.0,Action,Ubisoft,0.11,0.07,0.0,0.01,0.2
10893,The Crew: Wild Run,PS4,2015.0,Action,Ubisoft,0.0,0.08,0.0,0.01,0.09
3943,Capcom Classics Collection,PS2,2005.0,Misc,Capcom,0.22,0.17,0.05,0.06,0.51
4031,Kane & Lynch 2: Dog Days,X360,2010.0,Shooter,Square Enix,0.2,0.23,0.01,0.05,0.49
4108,Wu-Tang: Shaolin Style,PS,1998.0,Fighting,Activision,0.27,0.18,0.0,0.03,0.48
15015,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009.0,Racing,Others,0.0,0.02,0.0,0.0,0.02
14479,Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
8286,Psi-Ops: The Mindgate Conspiracy,XB,2004.0,Shooter,Midway Games,0.13,0.04,0.0,0.01,0.17
9405,Ken to Mahou to Gakuen Mono. 3,PSP,2010.0,Role-Playing,Others,0.0,0.0,0.13,0.0,0.13
3854,Cars Toon: Mater's Tall Tales,Wii,2010.0,Misc,Disney Interactive Studios,0.46,0.02,0.0,0.03,0.52
9855,PixelJunk Monsters Deluxe,PSP,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
9554,Backyard Baseball,GC,2003.0,Sports,Others,0.1,0.03,0.0,0.0,0.13
12640,Game of Thrones (Telltale),PS3,2015.0,Adventure,Others,0.02,0.03,0.0,0.01,0.06
10019,Melty Blood: Act Cadenza,PS2,2006.0,Fighting,Sega,0.0,0.0,0.11,0.0,0.11
13836,SuperCar Challenge,PS3,2009.0,Racing,Others,0.0,0.03,0.0,0.01,0.04
14620,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03
2591,Band Hero,X360,2009.0,Misc,Activision,0.51,0.22,0.0,0.07,0.8
6727,Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.11,0.11,0.0,0.02,0.25
14054,Penguins of Madagascar,WiiU,2014.0,Action,Namco Bandai Games,0.01,0.02,0.0,0.0,0.04
1328,Game de Hakken!! Tamagotchi 2,Others,1997.0,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45
3580,Army Men: Sarge's Heroes,PS,1999.0,Action,Others,0.31,0.21,0.0,0.04,0.56
15693,Ketsui Death Label,DS,2008.0,Shooter,Others,0.0,0.0,0.02,0.0,0.02
1461,Doom 3,XB,2005.0,Shooter,Activision,0.85,0.43,0.0,0.06,1.34
2859,The Lord of the Rings: The Two Towers,XB,2002.0,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71
2809,NHL 11,X360,2010.0,Sports,Electronic Arts,0.61,0.07,0.0,0.05,0.73
13049,Dream Salon,Wii,2009.0,Misc,Others,0.05,0.0,0.0,0.0,0.05
14218,Young Justice: Legacy,Wii,2013.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03
4503,SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43
5830,Gameboy Gallery,Others,1995.0,Misc,Nintendo,0.0,0.0,0.3,0.0,0.3
6391,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.27
10001,DOA 2: Dead or Alive 2 Hardcore,PS2,2000.0,Fighting,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
11418,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08
8795,Darksiders,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.15
4723,Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,2002.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.41,0.0,0.41
16529,Onigokko! Portable,PSP,2013.0,Adventure,Others,0.0,0.0,0.01,0.0,0.01
1588,Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25
14049,Winter Sports 3: The Great Tournament,PS3,2010.0,Sports,Others,0.0,0.03,0.0,0.01,0.04
6110,SingStar Country,PS2,2008.0,Misc,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28
8123,Marvel Super Hero Squad: Comic Combat,X360,2011.0,Action,THQ,0.13,0.04,0.0,0.01,0.18
6708,Sentimental Graffiti,SAT,1998.0,Adventure,Others,0.0,0.0,0.25,0.0,0.25
4804,Gauntlet: Seven Sorrows,PS2,2005.0,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4
10134,Yu Yu Hakusho: Tournament Tactics,GBA,2004.0,Strategy,Atari,0.08,0.03,0.0,0.0,0.11
6115,Dragon Ball GT: Transformation,GBA,2005.0,Action,Atari,0.2,0.08,0.0,0.01,0.28
6074,Surf's Up,PS2,2007.0,Sports,Ubisoft,0.14,0.11,0.0,0.04,0.29
5198,Tropico 4,X360,,Strategy,Others,0.2,0.13,0.0,0.03,0.36
14870,Diabolik Lovers: Lunatic Parade,PSV,2016.0,Adventure,Others,0.0,0.0,0.03,0.0,0.03
10652,Tom Clancy's Splinter Cell,GBA,2003.0,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1
8411,Valkyria Chronicles,PS4,2016.0,Role-Playing,Sega,0.06,0.04,0.05,0.02,0.17
14118,RedCard 20-03,XB,2002.0,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03
15895,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006.0,Action,Others,0.0,0.0,0.02,0.0,0.02
6063,The Urbz: Sims In the City (US weekly sales),DS,2004.0,Simulation,Electronic Arts,0.27,0.0,0.0,0.02,0.29
15686,Machi: Unmei no Kousaten,PSP,2006.0,Adventure,Others,0.0,0.0,0.02,0.0,0.02
8979,BMX XXX,PS2,2002.0,Sports,Others,0.07,0.06,0.0,0.02,0.15
2336,The Jak and Daxter Collection,PS3,2012.0,Platform,Sony Computer Entertainment,0.6,0.19,0.0,0.1,0.89
3483,Dragon Ball Z: Chou Saiya Densetsu,SNES,1992.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.58,0.0,0.58
10082,Naruto Ultimate Collection,PS2,2008.0,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11
7335,We Sing Robbie Williams,Wii,2010.0,Misc,Others,0.0,0.19,0.0,0.03,0.21
15529,Prism Ark: Awake,PS2,2008.0,Adventure,Others,0.0,0.0,0.02,0.0,0.02
15936,Enkaku Sousa: Sana e no 23 Hiai,PSP,2009.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
15219,Genroh,PSP,2012.0,Action,Others,0.0,0.0,0.02,0.0,0.02
13880,Stolen,PS2,2005.0,Action,Others,0.02,0.01,0.0,0.0,0.04
6255,Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996.0,Shooter,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
15305,Spider-Man 3,PC,2007.0,Platform,Activision,0.02,0.0,0.0,0.0,0.02
16549,Hyakki Yagyou Kaidan Romance,PSP,2012.0,Action,Others,0.0,0.0,0.01,0.0,0.01
7919,Taiko no Tatsujin: Wii U Version!,WiiU,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
47,Super Mario 64,N64,1996.0,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89
10510,Beyond Good & Evil,XB,2003.0,Adventure,Ubisoft,0.08,0.02,0.0,0.0,0.1
13731,Gal*Gun,X360,2011.0,Shooter,Others,0.0,0.0,0.04,0.0,0.04
13426,Fantastic Four: Rise of the Silver Surfer,DS,2007.0,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.05
5036,Virtua Tennis 2009,Wii,2009.0,Sports,Sega,0.13,0.21,0.0,0.04,0.38
374,Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
5024,SSX 3,GC,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.38
7777,Rio,Wii,2011.0,Misc,THQ,0.14,0.04,0.0,0.01,0.19
9355,Baseball Advance,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13
3991,Star Wars: Clone Wars,PS2,2002.0,Shooter,Others,0.24,0.19,0.0,0.06,0.5
2129,Final Fantasy Type-0,PS4,2015.0,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.97
7747,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996.0,Fighting,Namco Bandai Games,0.0,0.0,0.18,0.01,0.19
7497,Thrillville,PSP,2006.0,Strategy,Atari,0.18,0.0,0.0,0.02,0.2
12561,Ford Racing 3,GBA,2005.0,Racing,Others,0.04,0.02,0.0,0.0,0.06
12046,Dream Dance & Cheer,Wii,2009.0,Misc,Others,0.06,0.0,0.0,0.0,0.07
7093,Alundra,PS,1997.0,Role-Playing,Others,0.13,0.09,0.0,0.01,0.23
2121,Far Cry 4,X360,2014.0,Shooter,Ubisoft,0.45,0.44,0.0,0.08,0.98
5078,Marvel Super Hero Squad,Wii,2009.0,Fighting,THQ,0.31,0.03,0.0,0.03,0.38
6663,FIFA 14,3DS,2013.0,Sports,Electronic Arts,0.0,0.23,0.0,0.03,0.25
14039,Super Robot Taisen: Scramble Commander the 2nd,PS2,2007.0,Strategy,Others,0.0,0.0,0.04,0.0,0.04
15748,LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,Activision,0.0,0.01,0.0,0.0,0.02
15177,Mount & Blade,PC,2008.0,Role-Playing,Others,0.0,0.02,0.0,0.0,0.02
16449,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008.0,Adventure,Others,0.0,0.0,0.01,0.0,0.01
2327,Call of Juarez: Bound in Blood,PS3,2009.0,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89
4854,Wii Sports Club,WiiU,2014.0,Sports,Nintendo,0.19,0.14,0.04,0.03,0.4
15752,Abunai: Koi no Sousa Shitsu,PSV,2015.0,Action,Others,0.0,0.0,0.02,0.0,0.02
15120,Samurai Shodown V,XB,2006.0,Fighting,Others,0.02,0.0,0.0,0.0,0.02
6389,Reign of Fire,PS2,2002.0,Shooter,Others,0.13,0.1,0.0,0.03,0.27
8253,Time Commando,PS,1996.0,Action,Others,0.1,0.07,0.0,0.01,0.17
6837,Kill.Switch,XB,2003.0,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24
3061,Darkstone,PS,2001.0,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,0.66
8389,NickToons: Racing,PS,2001.0,Racing,Others,0.09,0.06,0.0,0.01,0.17
3318,Split/Second,X360,2010.0,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.61
4616,Arc the Lad III,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42
13097,The Technomancer,PS4,2016.0,Role-Playing,Others,0.01,0.03,0.0,0.01,0.05
11654,All-Star Baseball 2004,GC,2003.0,Sports,Others,0.06,0.02,0.0,0.0,0.08
11391,Grand Prix Challenge,PS2,2002.0,Racing,Atari,0.04,0.03,0.0,0.01,0.08
7518,Sloane to MacHale no Nazo no Monogatari,DS,2009.0,Puzzle,Others,0.0,0.0,0.2,0.0,0.2
11397,Ken to Mahou to Gakuen Mono. 2,PSP,2009.0,Role-Playing,Others,0.0,0.0,0.08,0.0,0.08
7430,Vampire Rain,X360,2007.0,Action,Others,0.18,0.0,0.01,0.01,0.21
15741,Clue / Mouse Trap / Perfection / Aggravation,DS,2006.0,Misc,Unknown,0.02,0.0,0.0,0.0,0.02
8856,Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15
15355,Hakuoki: Shinkai - Furi no Shou,PSV,2015.0,Action,Others,0.0,0.0,0.02,0.0,0.02
15460,Steins;Gate: Hiyoku Renri no Darling,PS3,2012.0,Adventure,Others,0.0,0.0,0.02,0.0,0.02
1491,TOCA 2: Touring Cars,PS,1998.0,Racing,Others,0.03,1.16,0.02,0.11,1.32
16186,Sakura-Sou no Pet na Kanojo,PSP,2013.0,Adventure,Others,0.0,0.0,0.01,0.0,0.01
3470,NASCAR: Dirt to Daytona,PS2,,Racing,Unknown,0.28,0.22,0.0,0.07,0.58
16396,Alone in the Dark,PC,2008.0,Adventure,Atari,0.0,0.01,0.0,0.0,0.01
201,Super Mario Bros.,Others,1999.0,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07
11638,Dragon Shadow Spell,PS2,2007.0,Role-Playing,Others,0.0,0.0,0.08,0.0,0.08
4045,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009.0,Shooter,Activision,0.24,0.2,0.0,0.05,0.49
2152,Jampack Summer '99,PS,1999.0,Misc,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96
11699,Titanic Mystery,DS,2010.0,Puzzle,Others,0.05,0.02,0.0,0.01,0.08
2884,Rhythm Heaven: The Best+,3DS,2015.0,Misc,Nintendo,0.0,0.0,0.71,0.0,0.71
1937,LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,Disney Interactive Studios,0.54,0.42,0.0,0.1,1.07
469,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
28,Brain Age 2: More Training in Minutes a Day,DS,2005.0,Puzzle,Nintendo,3.44,5.36,5.32,1.18,15.3
2701,Portal 2,PC,2011.0,Shooter,Others,0.33,0.32,0.0,0.11,0.76
12856,Dual Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
7823,Silent Scope 2: Dark Silhouette,PS2,2001.0,Shooter,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19
12741,SD Gundam G Generation Wars,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
807,Sim Theme Park,PC,1998.0,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08
10841,Dungeons,PC,2011.0,Strategy,Others,0.07,0.02,0.0,0.01,0.09
4818,NHL 15,XOne,2014.0,Sports,Electronic Arts,0.31,0.06,0.0,0.03,0.4
15795,WTA Tour Tennis,GBA,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
9142,Gretzky NHL 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
14969,Bus Simulator 16,PC,2016.0,Simulation,Others,0.0,0.02,0.0,0.0,0.02
5436,Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.3,0.01,0.0,0.03,0.34
8832,Suzumiya Haruhi no Yakusoku,PSP,2007.0,Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
2325,The Biggest Loser: Ultimate Workout,X360,2010.0,Sports,THQ,0.73,0.1,0.0,0.06,0.9
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007.0,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71
6025,Viz,N64,1998.0,Racing,Others,0.23,0.06,0.0,0.0,0.29
5359,SoulCalibur,Others,1999.0,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34
15527,Seitokai no Ichizon: DS-suru Seitokai,DS,2010.0,Adventure,Others,0.0,0.0,0.02,0.0,0.02
15199,Knight's Apprentice: Memorick's Adventures,XB,2004.0,Action,Others,0.02,0.0,0.0,0.0,0.02
3431,Ben 10: Alien Force,PSP,2008.0,Action,Others,0.35,0.14,0.0,0.1,0.59
4064,Sniper: Art of Victory,PC,2008.0,Shooter,Others,0.0,0.45,0.0,0.03,0.49
16599,Know How 2,DS,2010.0,Puzzle,Others,0.0,0.01,0.0,0.0,0.01
8301,Top Spin 2,X360,2006.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
8182,Captain America: Super Soldier,X360,2011.0,Action,Sega,0.11,0.05,0.0,0.01,0.18
13704,XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04
3835,Final Fantasy Chronicles,PS,2001.0,Role-Playing,Others,0.29,0.2,0.0,0.03,0.52
3270,WWE SmackDown vs. Raw 2010,PSP,2009.0,Fighting,THQ,0.25,0.23,0.0,0.14,0.62
10640,Lode Runner 3-D,N64,1998.0,Action,Others,0.08,0.02,0.0,0.0,0.1
2976,Bakugan: Battle Brawlers,Wii,2009.0,Action,Activision,0.6,0.03,0.0,0.05,0.68
10531,Kirarin * Revolution: Mezase! Idol Queen,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
3107,Up,DS,2009.0,Action,THQ,0.31,0.28,0.0,0.07,0.65
4095,Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.45,0.03,0.48
1696,Kobe Bryant in NBA Courtside,N64,1998.0,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19
440,Halo: The Master Chief Collection,XOne,2014.0,Shooter,Others,1.89,0.99,0.03,0.24,3.15
8993,Metal Slug 7,DS,2008.0,Shooter,Others,0.13,0.0,0.01,0.01,0.15
5934,Mega Man ZX,DS,2006.0,Platform,Capcom,0.18,0.0,0.1,0.02,0.3
12714,Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06
927,Shrek 2,PS2,2004.0,Platform,Activision,1.12,0.69,0.03,0.02,1.86
15085,Prison Architect,PS4,2016.0,Action,Others,0.01,0.01,0.0,0.0,0.02
260,Fable II,X360,2008.0,Role-Playing,Others,2.51,1.27,0.11,0.41,4.31
11041,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006.0,Misc,Sega,0.0,0.0,0.09,0.0,0.09
3285,Muramasa: The Demon Blade,Wii,2009.0,Role-Playing,Others,0.33,0.13,0.11,0.04,0.61
6190,Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28
8482,F1 2011,3DS,2011.0,Racing,Others,0.07,0.08,0.0,0.02,0.16
1400,Deus Ex: Human Revolution,X360,2011.0,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39
16257,Goku Makaimura Kai,PSP,2007.0,Platform,Capcom,0.0,0.0,0.01,0.0,0.01
4556,Call of Duty: Black Ops II,WiiU,2012.0,Shooter,Activision,0.21,0.18,0.0,0.03,0.43
1985,Sonic the Hedgehog,X360,2006.0,Platform,Sega,0.44,0.49,0.0,0.11,1.05
7587,Spy Hunter,GC,2002.0,Racing,Midway Games,0.16,0.04,0.0,0.01,0.2
12547,Darksiders II,XOne,2015.0,Action,Others,0.03,0.02,0.0,0.01,0.06
11040,Reading Training,DS,2007.0,Misc,Others,0.01,0.0,0.08,0.0,0.09
14976,Demigod,PC,2009.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
3940,NBA Ballers,XB,2004.0,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51
2640,We Sing,Wii,2009.0,Misc,Others,0.0,0.69,0.0,0.09,0.78
12356,R-Types,PS,1998.0,Shooter,Others,0.04,0.02,0.0,0.0,0.06
8547,Dewy's Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16
7558,Spectrobes: Origins,Wii,2009.0,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.02,0.2
4862,NBA Live 2002,XB,2001.0,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4
4231,Classic NES Series: Pac-Man,GBA,2004.0,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46
7174,Ford vs. Chevy,PS2,2005.0,Racing,Others,0.11,0.09,0.0,0.03,0.22
6331,Sengoku Basara 4,PS3,2014.0,Action,Capcom,0.0,0.0,0.27,0.0,0.27
4749,Armored Core 2: Another Age,PS2,2001.0,Simulation,Others,0.11,0.08,0.19,0.03,0.41
12898,Shaman King: Soul Fight,GC,2003.0,Platform,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
5393,Bee Movie Game,Wii,2007.0,Action,Activision,0.31,0.01,0.0,0.03,0.34
9668,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998.0,Sports,Sega,0.0,0.0,0.12,0.0,0.12
14452,Keshisasu-Kun: Battle Kas-tival,DS,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
16079,Fab 5 Soccer,DS,2008.0,Sports,Others,0.01,0.0,0.0,0.0,0.01
15681,50 Classic Games,3DS,2012.0,Misc,Others,0.0,0.02,0.0,0.0,0.02
6512,Power Pro Kun Pocket 5,GBA,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26
5691,WipEout Pulse,PSP,2007.0,Racing,Sony Computer Entertainment,0.13,0.12,0.0,0.06,0.32
1700,FIFA 14,XOne,2013.0,Sports,Electronic Arts,0.41,0.66,0.0,0.12,1.19
9436,Wantame Music Channel: Doko Demo Style,DS,2007.0,Misc,Capcom,0.0,0.0,0.13,0.0,0.13
6831,Boogie SuperStar,Wii,2008.0,Misc,Electronic Arts,0.2,0.02,0.0,0.02,0.24
11978,McFarlane's Evil Prophecy,PS2,,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
8305,Hanjuku Eiyuu Tai 3D,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17
13046,Street Fighter V,PC,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05
11133,Ikaruga,GC,2003.0,Shooter,Atari,0.07,0.02,0.0,0.0,0.09
4233,Dragon Ball Z: Collectible Card Game,GBA,2002.0,Misc,Others,0.33,0.12,0.0,0.01,0.46
8143,Pirates: Hunt For Blackbeard's Booty,Wii,2008.0,Adventure,Activision,0.08,0.08,0.0,0.02,0.18
11622,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
12750,Dr. Muto,XB,2002.0,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06
3982,Fortune Street,Wii,2011.0,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5
15337,Hakuouki: Yuugi Roku DS,DS,2011.0,Adventure,Others,0.0,0.0,0.02,0.0,0.02
9940,Nightshade,PS2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12
